TweetID,date,positiveScore,neutralScore,negativeScore,sentimentType,location,keyword,unigram,tweet
1985,6/11/2020,0.000388226,0.03843434,0.961177435,negative,Putrajaya,kecewa,"berhenti', 'mengharapkan', 'sebuah', 'perasaan', 'cinta', 'terhadap', 'crush', 'dengan', 'harapan', 'dia', 'akan', 'ada', 'perasaan', 'yang', 'sama', 'terhadap', 'diri', 'kau', 'takut', 'takut', 'nanti', 'kau', 'kecewa', 'dengan', 'jawapan', 'dia'",berhenti mengharapkan sebuah perasaan cinta terhadap crush dengan harapan dia akan ada perasaan yang sama terhadap diri kau takut takut nanti kau kecewa dengan jawapan dia
1986,6/11/2020,0.000841154,0.083274214,0.915884632,negative,Putrajaya,bunuh diri,"aku', 'kdng', 'take', 'time', 'nak', 'reply', 'chat', 'org', 'bca', 'chat', 'semua', 'sebab', 'di', 'mana2', 'social', 'media', 'ramai', 'mention', 'nak', 'bunuh', 'diri', 'even', 'di', 'group2', 'tele', 'semua'",aku kdng take time nak reply chat org bca chat semua sebab di mana2 social media ramai mention nak bunuh diri even di group2 tele semua
1987,6/11/2020,0.024965127,0.965284524,0.009750349,neutral,Putrajaya,bunuh diri,"dhiasyafiqa', 'suaidarosli', 'aaaa', 'jgn', 'mengamuk', 'n', 'bunuh', 'diri', 'gais', 'i', 'syg', 'u', 'guys'",dhiasyafiqa suaidarosli aaaa jgn mengamuk n bunuh diri gais i syg u guys
1988,6/11/2020,0.000521662,0.05164452,0.947833818,negative,Putrajaya,bunuh diri,"menteri', 'ni', 'memang', 'tak', 'baca', 'latest', 'news', 'ke', 'apa', 'erk', 'ada', 'yang', 'sampai', 'nak', 'bunuh', 'diri', 'sebab', 'hilang', 'kerja', 'tapi', 'depa', 'ni', 'dok', 'salahkan', 'rakyat', 'sebab', 'sambung', 'pkp', 'haramjadah', 'betui'",menteri ni memang tak baca latest news ke apa erk ada yang sampai nak bunuh diri sebab hilang kerja tapi depa ni dok salahkan rakyat sebab sambung pkp haramjadah betui
1989,6/11/2020,0.000106728,0.010566026,0.989327246,negative,Putrajaya,bunuh diri,"wake', 'up', 'call', 'sampai', 'ada', 'yang', 'nak', 'bunuh', 'diri', 'sebab', 'rasis', 'majikan', 'fuck', 'tak', 'nampak', 'lagi', 'ke', 'kerajaan', 'takan', 'nak', 'semua', 'orang', 'malaysia', 'ni', 'bakar', 'company', 'rasis', 'ni', 'baru', 'nampak', 'yall'",wake up call sampai ada yang nak bunuh diri sebab rasis majikan fuck tak nampak lagi ke kerajaan takan nak semua orang malaysia ni bakar company rasis ni baru nampak yall
1990,5/11/2020,0.000703012,0.06959814,0.929698849,negative,Putrajaya,marah,"kechhidayah', 'kesian', 'your', 'friend', 'itulah', 'kita', 'nak', 'marah', 'pun', 'jangan', 'over', 'sangat', 'mental', 'and', 'hati', 'kena', 'jaga', 'nak', 'mengata', 'pun', 'tengok', 'la', 'jangan', 'attack', 'pasal', 'critical', 'illness', 'orang', 'takut', 'berbalik', 'ke', 'diri', 'sendiri'",kechhidayah kesian your friend itulah kita nak marah pun jangan over sangat mental and hati kena jaga nak mengata pun tengok la jangan attack pasal critical illness orang takut berbalik ke diri sendiri
1991,4/11/2020,0.000320046,0.031684507,0.967995448,negative,Putrajaya,sedih,"minggu', 'fyp', 'ni', 'selalu', 'sangat', 'nak', 'tido', 'malam', 'bila', 'nak', 'lelap', 'je', 'mata', 'mesti', 'tetiba', 'air', 'mata', 'mengalir', 'ntah', 'apa', 'la', 'yang', 'sedih', 'sangat', 'diri', 'aku', 'ni', 'sabar', 'la', 'sikit', 'je', 'lagiii', 'tak', 'lama', 'dah', 'tau', 'khel'",minggu fyp ni selalu sangat nak tido malam bila nak lelap je mata mesti tetiba air mata mengalir ntah apa la yang sedih sangat diri aku ni sabar la sikit je lagiii tak lama dah tau khel
1992,3/11/2020,0.000256989,0.025441899,0.974301112,negative,Putrajaya,marah,"faatinnabilah', 'ye', 'wehh', 'ko', 'baca', 'thread', 'ni', 'dengan', 'ada', 'satu', 'lg', 'thread', 'dia', 'psiko', 'teruk', 'weh', 'lepas', 'bunuh', 'tu', 'dia', 'balik', 'rumah', 'ws', 'arwah', 'selamba', 'gila', 'dia', 'ws', 'konon', 'nak', 'tutup', 'jenayah', 'dia', 'gila', 'kan', 'wehhh', 'ya', 'allahh', 'jaga', 'diri', 'elok2', 'cari', 'kawan', 'elok2', 'tp', 'aku', 'baik', 'jangan', 'risau', 'eh'",faatinnabilah ye wehh ko baca thread ni dengan ada satu lg thread dia psiko teruk weh lepas bunuh tu dia balik rumah ws arwah selamba gila dia ws konon nak tutup jenayah dia gila kan wehhh ya allahh jaga diri elok2 cari kawan elok2 tp aku baik jangan risau eh
1993,3/11/2020,0.347625808,0.64585045,0.006523742,neutral,Putrajaya,bunuh diri,"syrfdn', 'we', 'have', '7', 'billions', 'people', 'in', 'the', 'worlds', 'hundreds', 'or', 'currency', 'millions', 'of', 'places', 'what', 'if', 'we', 'find', 'a', 'better', 'place', 'suicide', 'is', 'a', 'shortcut', 'to', 'another', 'problem', 'of', 'course', 'we', 'cant', 'say', 'this', 'what', 'if', 'kita', 'nk', 'bunuh', 'diri', 'sbb', 'ex', 'partner', 'then', 'only', 'we', 'found', 'a', 'better', 'life', 'partner', 'in', 'future'",syrfdn we have 7 billions people in the worlds hundreds or currency millions of places what if we find a better place suicide is a shortcut to another problem of course we cant say this what if kita nk bunuh diri sbb ex partner then only we found a better life partner in future
1994,3/11/2020,0.001716798,0.169963031,0.82832017,negative,Putrajaya,marah,"nk', 'marah', 'diri', 'sendiri', 'konfiden', 'faham', 'sop', 'tapi', 'salah', 'rupanya', 'skrg', 'baru', 'sedar', 'nasi', 'dh', 'jd', 'bubur', 'dh', 'la', 'aku', 'dh', 'sebar', 'dakyah', 'tu', 'ke', 'semua', 'org'",nk marah diri sendiri konfiden faham sop tapi salah rupanya skrg baru sedar nasi dh jd bubur dh la aku dh sebar dakyah tu ke semua org
1995,2/11/2020,0.00150036,0.148535622,0.849964018,negative,Putrajaya,sedih,"sedih', 'sial', 'hidup', 'kau', 'kau', 'nak', 'cakap', 'orang', 'kepam', 'tapi', 'cermin', 'la', 'diri', 'kau', 'sebenarnya', 'kau', 'yang', 'kepam', 'ish2'",sedih sial hidup kau kau nak cakap orang kepam tapi cermin la diri kau sebenarnya kau yang kepam ish2
1996,1/11/2020,0.001696892,0.167992338,0.83031077,negative,Putrajaya,marah,"bila', 'ko', 'tengah', 'marah', 'aku', 'jarang', 'tunding', 'jari', 'kat', 'ko', 'aku', 'try', 'faham', 'penyebabnya', 'tapi', 'bila', 'aku', 'tengah', 'marah', 'ko', 'buat', 'aku', 'sebaliknya', 'mcm', 'ko', 'tak', 'penah', 'lalui', 'situasi', 'yang', 'sama', 'ko', 'forever', 'xkan', 'faham', 'sb', 'xde', 'effect', 'kat', 'diri', 'ko'",bila ko tengah marah aku jarang tunding jari kat ko aku try faham penyebabnya tapi bila aku tengah marah ko buat aku sebaliknya mcm ko tak penah lalui situasi yang sama ko forever xkan faham sb xde effect kat diri ko
1997,1/11/2020,0.007863926,0.778528707,0.213607367,neutral,Putrajaya,marah,"walaupun', 'kita', 'marah', 'dgn', 'menteri', 'tak', 'ikut', 'sop', 'jgnlah', 'kita', 'letak', 'diri', 'kita', 'sebaris', 'dgn', 'puak', 'ni', 'dgn', 'alasan', 'ala', 'menteri', 'pun', 'tak', 'ikut', 'sop', 'buat', 'apa', 'kita', 'nak', 'ikut', 'coz', 'our', 'job', 'is', 'to', 'flaten', 'the', 'covid19', 'curve', 'deme', 'takpelah', 'deme', 'tak', 'duduk', 'flat', 'deme', 'duduk', 'banglo', 'if', 'not', 'kita', 'who', 'lagi'",walaupun kita marah dgn menteri tak ikut sop jgnlah kita letak diri kita sebaris dgn puak ni dgn alasan ala menteri pun tak ikut sop buat apa kita nak ikut coz our job is to flaten the covid19 curve deme takpelah deme tak duduk flat deme duduk banglo if not kita who lagi
1998,1/11/2020,0.001365487,0.135183178,0.863451335,negative,Putrajaya,sedih,"apa', 'tanda', 'nya', 'ek', 'sampai', 'aku', 'ingat', 'esok', 'isnin', 'nak', 'kena', 'bangun', 'awal', 'gi', 'keje', 'euwww', 'so', 'sedih', 'dgn', 'diri', 'sendiri'",apa tanda nya ek sampai aku ingat esok isnin nak kena bangun awal gi keje euwww so sedih dgn diri sendiri
1999,31/10/2020,0.007558793,0.748320525,0.244120682,neutral,Putrajaya,marah,"aku', 'rasa', 'kalau', 'main', 'among', 'us', 'in', 'real', 'life', 'dgn', 'suha', 'mesti', 'jadi', 'macam', 'main', 'werewolf', 'dkt', 'kamsis', 'jahahahaha', 'kalau', 'suha', 'bukan', 'impostor', 'then', 'org', 'tuduh', 'dia', 'impostor', 'mesti', 'dia', 'boleh', 'bunuh', 'diri', 'lah', 'nak', 'cakap', 'dia', 'bukan', 'impostor', 'hahahahahaahhaahhahaha'",aku rasa kalau main among us in real life dgn suha mesti jadi macam main werewolf dkt kamsis jahahahaha kalau suha bukan impostor then org tuduh dia impostor mesti dia boleh bunuh diri lah nak cakap dia bukan impostor hahahahahaahhaahhahaha
2000,31/10/2020,0.021256796,0.968955772,0.009787432,neutral,Putrajaya,#COVID19,"lakukan', 'aktiviti', 'bermanfaat', 'apabila', 'berada', 'di', 'rumah', 'lakukan', 'senaman', 'dan', 'kekal', 'aktif', 'kongsi', 'perasaan', 'anda', 'dengan', 'orang', 'yang', 'anda', 'percayai', 'jangan', 'asingkan', 'diri', 'kita', 'boleh', 'laluinya', 'bersama', 'covid19', 'kita', 'teguh', 'kita', 'menang', 'lets', 'talk'",lakukan aktiviti bermanfaat apabila berada di rumah lakukan senaman dan kekal aktif kongsi perasaan anda dengan orang yang anda percayai jangan asingkan diri kita boleh laluinya bersama covid19 kita teguh kita menang lets talk
2001,31/10/2020,0.005141385,0.508997073,0.485861542,neutral,Putrajaya,bunuh diri,"mcm', 'salu', 'lak', 'dengar', 'korean', 'bunuh', 'diri', 'ni', 'hm', 'mental', 'health', 'matters'",mcm salu lak dengar korean bunuh diri ni hm mental health matters
2002,30/10/2020,0.000401805,0.039778726,0.959819469,negative,Putrajaya,marah,"sedekah', 'dapat', 'meringan', 'beban', 'yg', 'kita', 'pikul', 'salah', 'satu', 'penghapus', 'dosa', 'itulah', 'yg', 'aku', 'tanam', 'dlm', 'diri', 'ini', 'senyum', 'saja', 'jika', 'ada', 'caci', 'maki', 'dihadapan', 'sbb', 'dgn', 'senyum', 'itu', 'boleh', 'sejuk', 'kn', 'hati', 'yg', 'tgh', 'marah', 'senyum', 'itu', 'sedekah'",sedekah dapat meringan beban yg kita pikul salah satu penghapus dosa itulah yg aku tanam dlm diri ini senyum saja jika ada caci maki dihadapan sbb dgn senyum itu boleh sejuk kn hati yg tgh marah senyum itu sedekah
2003,30/10/2020,0.001845024,0.182657387,0.815497589,negative,Putrajaya,marah,"orang', 'lain', 'buat', 'salah', 'aku', 'yang', 'kena', 'marah', 'hahahaha', 'nice', 'ah', 'back', 'up', 'diri', 'sendiri', 'pun', 'tak', 'lepas', 'last2', 'makan', 'maggi', 'jela'",orang lain buat salah aku yang kena marah hahahaha nice ah back up diri sendiri pun tak lepas last2 makan maggi jela
2004,30/10/2020,0.002893418,0.286448431,0.710658151,negative,Putrajaya,sedih,"athirahmzn', 'kan', 'tiraaa', 'dengan', 'covid', 'lepas', 'tu', 'wfh', 'lagi', 'macam', 'takde', 'masa', 'untuk', 'diri', 'sendiri', 'mcm', '24', '7', 'keje', 'jeeee', 'sedih', 'laaaa'",athirahmzn kan tiraaa dengan covid lepas tu wfh lagi macam takde masa untuk diri sendiri mcm 24 7 keje jeeee sedih laaaa
2005,28/10/2020,0.000395675,0.039171855,0.96043247,negative,Putrajaya,bunuh diri,"tolong', 'lah', 'goverment', 'x', 'payah', 'keluarkan', 'ayat2', 'bullshit', 'tu', 'ktorang', 'rakyat', 'dah', 'bermatian2', 'nak', 'bentras', 'penularan', 'ada', 'yg', 'jobless', 'x', 'tau', 'brapa', 'ada', 'yg', 'nak', 'bunuh', 'diri', 'sbb', 'depress', 'kau', 'senang', 'je', 'salahkan', 'rakyat', 'fuckoff'",tolong lah goverment x payah keluarkan ayat2 bullshit tu ktorang rakyat dah bermatian2 nak bentras penularan ada yg jobless x tau brapa ada yg nak bunuh diri sbb depress kau senang je salahkan rakyat fuckoff
2006,28/10/2020,0.000752539,0.074501322,0.924746139,negative,Putrajaya,bunuh diri,"bodo', 'nye', 'ikan', 'guppy', 'ni', 'bunuh', 'diri', 'pergi', 'terjun', 'aquarium', 'dah', 'kenape', 'kalau', 'kucing', 'aku', 'makan', 'ok', 'jugak', 'hai', 'ikan', 'berenang', 'dengan', 'tahi', 'sendiri', 'no', 'wonder', 'lah', 'bodo'",bodo nye ikan guppy ni bunuh diri pergi terjun aquarium dah kenape kalau kucing aku makan ok jugak hai ikan berenang dengan tahi sendiri no wonder lah bodo
2007,27/10/2020,0.17278079,0.818947018,0.008272192,neutral,Putrajaya,#KitaJagaKita,"i', 'sayang', 'you', 'aqilah', 'please', 'jaga', 'diri', 'okay', 'dear', 'self', 'kita', 'jaga', 'kita', 'tak', 'ada', 'siapa', 'nak', 'jaga', 'kita'",i sayang you aqilah please jaga diri okay dear self kita jaga kita tak ada siapa nak jaga kita
2008,27/10/2020,0.006653406,0.658687147,0.334659448,neutral,Putrajaya,bunuh diri,"lepas', 'tgk', 'blackpink', 'light', 'up', 'the', 'sky', 'baru', 'tahu', 'kenapa', 'byk', 'artis', 'bunuh', 'diri', 'sebab', 'stress', 'penat', 'blackpink', 'nampak', 'kesungguhan', '5', '6', 'tahun', 'training', 'sekarang', 'baru', 'berjaya', 'worldwide'",lepas tgk blackpink light up the sky baru tahu kenapa byk artis bunuh diri sebab stress penat blackpink nampak kesungguhan 5 6 tahun training sekarang baru berjaya worldwide
2009,27/10/2020,0.001604891,0.158884167,0.839510943,negative,Putrajaya,bunuh diri,"haha', 'bunuh', 'diri', 'nama', 'nye', 'ni', 'gila', 'jalan', 'pelabuhan', 'klang', 'tu', 'naik', 'kete', 'pun', 'seram'",haha bunuh diri nama nye ni gila jalan pelabuhan klang tu naik kete pun seram
2010,26/10/2020,0.002088097,0.206721623,0.79119028,negative,Putrajaya,bunuh diri,"ikan', 'lompat', 'keluar', 'aquarium', 'weyhhh', 'tu', 'kiranya', 'bunuh', 'diri', 'tu'",ikan lompat keluar aquarium weyhhh tu kiranya bunuh diri tu
2011,26/10/2020,0.008312746,0.822961839,0.168725415,neutral,Putrajaya,bunuh diri,"hidayahzr', 'bunuh', 'diri', 'katanya'",hidayahzr bunuh diri katanya
2012,26/10/2020,0.001874305,0.185556177,0.812569518,negative,Putrajaya,marah,"kidd', 'sila', 'tahan', 'diri', 'daripada', 'mencarut', 'dan', 'tweet2', 'marah', 'annoyed', 'seumpamanya'",kidd sila tahan diri daripada mencarut dan tweet2 marah annoyed seumpamanya
2013,26/10/2020,0.001397792,0.138381417,0.860220791,negative,Putrajaya,marah,"dah', 'tak', 'jadi', 'darurat', 'pusing', 'kot', 'lain', 'pula', 'deme', 'ni', 'aduhhh', 'padahal', 'deme', 'pun', 'tak', 'perfect', 'kot', 'marah', 'ke', 'orang', 'kata', 'selalu', 'diri', 'tu', 'betul', 'tapi', 'tak', 'perasan', 'sendiri', 'pun', 'selalu', 'kata', 'diri', 'tu', 'betul'",dah tak jadi darurat pusing kot lain pula deme ni aduhhh padahal deme pun tak perfect kot marah ke orang kata selalu diri tu betul tapi tak perasan sendiri pun selalu kata diri tu betul
2014,25/10/2020,0.003074784,0.30440362,0.692521596,negative,Putrajaya,marah,"pastuu', 'marah', 'diri', 'sendiri', 'sbb', 'tak', 'kurus', 'kurus'",pastuu marah diri sendiri sbb tak kurus kurus
2015,25/10/2020,0.003074784,0.30440362,0.692521596,negative,Putrajaya,marah,"pastuu', 'marah', 'diri', 'sendiri', 'sbb', 'tak', 'kurus', 'kurus'",sedih nya hari ni bkn sedih psl diri sdri tp sedih dgn mcm2 bnde jadi dekat keliling
2016,25/10/2020,0.448657378,0.545829196,0.005513426,neutral,Putrajaya,#KitaJagaKita,"dghisham', 'warga', 'sukra', 'sunway', 'kayangan', 'tanya', 'sama', 'kita', 'di', 'mana', 'dan', 'tahap', 'apa', 'kepatuhan', 'sop', 'diri', 'keluarga', 'serta', 'komuniti', 'kita', 'kita', 'jaga', 'kita', 'patuh', 'sop', 'sayangi'",dghisham warga sukra sunway kayangan tanya sama kita di mana dan tahap apa kepatuhan sop diri keluarga serta komuniti kita kita jaga kita patuh sop sayangi
2017,25/10/2020,0.000146388,0.014492391,0.985361221,negative,Putrajaya,bunuh diri,"kalau', 'org', 'yg', 'pakai', 'mask', 'meninggal', 'sbb', 'bau', 'mulut', 'sendiri', 'itu', 'dikira', 'sebagai', 'bunuh', 'diri', 'atau', 'mati', 'mengejut', 'tlg', 'jawab'",kalau org yg pakai mask meninggal sbb bau mulut sendiri itu dikira sebagai bunuh diri atau mati mengejut tlg jawab
2018,24/10/2020,0.000174802,0.01730541,0.982519788,negative,Putrajaya,sedih,"i', 'baru', 'je', 'beli', 'dah', 'retak', 'haish', 'sumpah', 'lah', 'sedih', 'nangis', 'siak', 'dah', 'lama', 'beli', 'untuk', 'hadiahkan', 'diri', 'sendiri'",i baru je beli dah retak haish sumpah lah sedih nangis siak dah lama beli untuk hadiahkan diri sendiri
2019,24/10/2020,0.006798835,0.673084661,0.320116504,neutral,Putrajaya,bunuh diri,"kalau', 'ada', 'kerja', 'lain', 'aku', 'mmg', 'takkan', 'masuk', 'bidang', 'construction', 'nih', 'mmg', 'bunuh', 'diri', 'jadi', 'project', 'engineer'",kalau ada kerja lain aku mmg takkan masuk bidang construction nih mmg bunuh diri jadi project engineer
2020,24/10/2020,0.000924778,0.09155302,0.907522202,negative,Putrajaya,bunuh diri,"hanifjamals', 'tambah', 'pula', 'dengan', 'ekonomi', 'tak', 'stabil', 'kalau', 'protes', 'runtuh', 'ekonomi', 'dan', 'lagi', 'ramai', 'bunuh', 'diri'",hanifjamals tambah pula dengan ekonomi tak stabil kalau protes runtuh ekonomi dan lagi ramai bunuh diri
2021,23/10/2020,0.000355896,0.035233736,0.964410368,negative,Putrajaya,bunuh diri,"fed', 'up', 'sial', 'covid', 'blah', 'la', 'cepat', 'aku', 'nak', 'duduk', 'kolej', 'duduk', 'rumah', 'buat', 'cepat', 'nak', 'bunuh', 'diri', 'je', 'fuckup'",fed up sial covid blah la cepat aku nak duduk kolej duduk rumah buat cepat nak bunuh diri je fuckup
2022,23/10/2020,0.000408049,0.04039683,0.959195122,negative,Putrajaya,bunuh diri,"rasa', 'nak', 'bunuh', 'diri', 'je', '2020', 'sucks'",rasa nak bunuh diri je 2020 sucks
2023,23/10/2020,0.003544073,0.350863213,0.645592715,negative,Putrajaya,bunuh diri,"zeekbaik', 'lockdown', 'balik', 'aq', 'first', 'kluar', 'news', 'bunuh', 'diri'",zeekbaik lockdown balik aq first kluar news bunuh diri
2024,23/10/2020,0.004588676,0.454278965,0.541132358,negative,Putrajaya,bunuh diri,"syazwaannnn', 'nanti', 'dia', 'bunuh', 'diri', 'macam', 'mana'",syazwaannnn nanti dia bunuh diri macam mana
2025,23/10/2020,0.001387873,0.137399455,0.861212671,negative,Putrajaya,kecewa,"cuma', 'kecewa', 'dgn', 'diri', 'sendiri'",cuma kecewa dgn diri sendiri
2026,23/10/2020,0.000333205,0.032987279,0.966679516,negative,Putrajaya,marah,"penat', 'nak', 'marah', 'diri', 'sendiri'",penat nak marah diri sendiri
2027,22/10/2020,0.000344938,0.034148837,0.965506225,negative,Putrajaya,marah,"satu', 'je', 'i', 'nk', 'ckp', 'please', 'please', 'please', 'jangan', 'takot', 'memula', 'kan', 'rawatan', 'ye', 'tahu', 'takot', 'macam2', 'yg', 'difikir', 'tetapi', 'jgn', 'la', 'seksa', 'diri', 'kite', 'nie', 'allah', 'pon', 'marah', 'sekiranya', 'kite', 'tidak', 'berusaha', 'untuk', 'mencari', 'penawar', 'stigma', 'masyarakat', 'mmg', 'masih', 'menebal', 'but', 'what', 'important', 'life', 'must', 'go', 'on', 'dear'",satu je i nk ckp please please please jangan takot memula kan rawatan ye tahu takot macam2 yg difikir tetapi jgn la seksa diri kite nie allah pon marah sekiranya kite tidak berusaha untuk mencari penawar stigma masyarakat mmg masih menebal but what important life must go on dear
2028,22/10/2020,0.001829193,0.181090063,0.817080744,negative,Putrajaya,marah,"i', 'geram', 'baca', 'tweet', 'org', 'kata', 'bf', 'mommy', 'ni', 'mengada', 'apa', 'korang', 'kalau', 'marah', 'pun', 'dengan', 'diri', 'sendiri', 'boleh', 'tak', 'jangan', 'cari', 'point', 'nak', 'blame', 'org', 'sana', 'sini', 'better', 'stop', 'dulu', 'g', 'solat', 'minta', 'ketenangan', 'hati', 'hati', 'tak', 'tenang', 'habis', 'semu', 'benda', 'tak', 'kena'",i geram baca tweet org kata bf mommy ni mengada apa korang kalau marah pun dengan diri sendiri boleh tak jangan cari point nak blame org sana sini better stop dulu g solat minta ketenangan hati hati tak tenang habis semu benda tak kena
2029,22/10/2020,0.001689392,0.167249765,0.831060844,negative,Putrajaya,marah,"susah', 'payah', 'orang', 'rawat', 'kau', 'senang', 'hati', 'terjun', 'bangunan', 'bunuh', 'diri'",susah payah orang rawat kau senang hati terjun bangunan bunuh diri
2030,22/10/2020,0.001350343,0.133683917,0.86496574,negative,Putrajaya,bunuh diri,"so', 'yang', 'video', 'buang', 'anak', 'dari', 'jambatan', 'tu', 'mak', 'dia', 'tak', 'bunuh', 'diri', 'btw', 'aku', 'ingat', 'dia', 'single', 'mother', 'ada', 'suami'",so yang video buang anak dari jambatan tu mak dia tak bunuh diri btw aku ingat dia single mother ada suami
2031,22/10/2020,0.00544657,0.539210465,0.455342965,neutral,Putrajaya,bunuh diri,"harap', 'mendapat', 'bantuan', 'dari', 'kjaan', 'dgn', 'segera', 'skrg', 'dah', 'ramai', 'yg', 'tiada', 'wang', 'utk', 'susu', 'anak', 'belanja', 'rumah', 'atau', 'keluarga', 'ada', 'yg', 'berputus', 'asa', 'yg', 'hampir', 'buat', 'cubaan', 'bunuh', 'diri', 'sangkut', 'dgn', 'pinjaman', 'along', 'malaymail', 'mknjpm', 'ismailsabri60', '501awani', 'buletintv3', 'bernamatv', 'jpenerangan'",harap mendapat bantuan dari kjaan dgn segera skrg dah ramai yg tiada wang utk susu anak belanja rumah atau keluarga ada yg berputus asa yg hampir buat cubaan bunuh diri sangkut dgn pinjaman along malaymail mknjpm ismailsabri60 501awani buletintv3 bernamatv jpenerangan
2032,21/10/2020,0.003641739,0.3605322,0.635826061,negative,Putrajaya,sedih,"dihantar', 'untuk', 'membantu', 'memerangi', 'kes', 'covid', '19', 'tapi', 'diri', 'sendiri', 'pulak', 'positif', 'siapa', 'yg', 'tak', 'sedih', 'kan', 'moga', 'cepat', 'sembuh', 'pekerjaan', 'frontliners', 'sangatlah', 'mulia', 'bukan', 'semua', 'orang', 'mampu', 'buat', 'seperti', 'kalian'",dihantar untuk membantu memerangi kes covid 19 tapi diri sendiri pulak positif siapa yg tak sedih kan moga cepat sembuh pekerjaan frontliners sangatlah mulia bukan semua orang mampu buat seperti kalian
2033,21/10/2020,0.000651943,0.064542406,0.93480565,negative,Putrajaya,bunuh diri,"ko', 'ingt', 'ko', 'hang', 'tuah', 'pulis', 'byk', 'keje', 'la', 'kes', 'macau', 'jg', 'roadblock', 'covid', 'kes', 'curi', 'excident', 'bunuh', 'diri', 'rogol', 'suka', 'sama', 'suka'",ko ingt ko hang tuah pulis byk keje la kes macau jg roadblock covid kes curi excident bunuh diri rogol suka sama suka
2034,21/10/2020,0.002812525,0.278439997,0.718747478,negative,Putrajaya,bunuh diri,"faizulsuermann', 'pejol', 'aku', 'diputuskan', 'hari', 'ni', 'bapak', 'setan', 'hmmm', 'sedih', 'nak', 'bunuh', 'diri', 'hmmm'",faizulsuermann pejol aku diputuskan hari ni bapak setan hmmm sedih nak bunuh diri hmmm
2035,20/10/2020,0.254131941,0.738409378,0.007458681,neutral,Putrajaya,#KitaJagaKita,"please', 'jaga', 'diri', 'staysafe', 'stay', 'at', 'home', 'kita', 'jaga', 'kita', 'covid19'",please jaga diri staysafe stay at home kita jaga kita covid19
2036,20/10/2020,0.001825188,0.180693567,0.817481245,negative,Putrajaya,#COVID19,"mknjpm', 'kkmmgov', 'kes', 'covid19', 'makin', 'naik', 'hari', 'demi', 'hari', 'tunggu', 'ape', 'lg', 'nampak', 'sgt', 'dghisham', 'pun', 'dah', 'x', 'boleh', 'nak', 'buat', 'ape', 'dah', 'skrg', 'ni', 'nak', 'tunggu', 'jd', 'betul2', 'teruk', 'agaknya', 'br', 'la', 'nak', 'ambil', 'tindakkan', 'ni', 'semua', 'disebabkan', 'sikap', 'politicians', 'yg', 'tamak', 'dan', 'fikirkan', 'diri', 'sendiri'",mknjpm kkmmgov kes covid19 makin naik hari demi hari tunggu ape lg nampak sgt dghisham pun dah x boleh nak buat ape dah skrg ni nak tunggu jd betul2 teruk agaknya br la nak ambil tindakkan ni semua disebabkan sikap politicians yg tamak dan fikirkan diri sendiri
2037,20/10/2020,0.001358223,0.134464092,0.864177685,negative,Putrajaya,#COVID19,"masih', 'ada', 'yang', 'memandang', 'remeh', 'cara', 'pakai', 'pelitup', 'muka', 'yang', 'betul', 'fungsi', 'pelitup', 'muka', 'sebagai', 'perisai', 'diri', 'tidak', 'berkesan', 'jika', 'pakai', 'di', 'dagu', 'letak', 'di', 'dahi', 'kepala', 'atau', 'gantung', 'di', 'telinga', 'ingat', 'melindungi', 'diri', 'daripada', 'dijangkiti', 'covid19', 'adalah', 'tanggungjawab', 'sendiri'",masih ada yang memandang remeh cara pakai pelitup muka yang betul fungsi pelitup muka sebagai perisai diri tidak berkesan jika pakai di dagu letak di dahi kepala atau gantung di telinga ingat melindungi diri daripada dijangkiti covid19 adalah tanggungjawab sendiri
2038,18/10/2020,0.1575344,0.834040944,0.008424656,neutral,Putrajaya,bunuh diri,"lilyzali', 'sevendeadstar', 'its', 'better', 'dari', 'gaji', 'basic', 'rendah', 'barang', 'naik', 'rakyat', 'lagi', 'struggle', 'nak', 'survive', 'ada', 'yang', 'sampai', 'bunuh', 'diri', 'tak', 'boleh', 'blend', 'with', 'the', 'economy', 'nowadays', 'ingat', 'gaji', 'gomen', 'besar', 'macam', 'swasta', 'ke', 'early', 'masuk', 'boleh', 'dapat', '2k', 'no', 'ikut', 'gred', 'sis', 'ada', 'yang', 'start', 'from', '14k'",lilyzali sevendeadstar its better dari gaji basic rendah barang naik rakyat lagi struggle nak survive ada yang sampai bunuh diri tak boleh blend with the economy nowadays ingat gaji gomen besar macam swasta ke early masuk boleh dapat 2k no ikut gred sis ada yang start from 14k
2039,18/10/2020,0.097161165,0.893810447,0.009028388,neutral,Putrajaya,marah,"hanifjamals', 'saya', 'marah', 'dgn', 'diri', 'sendiri', 'sbb', 'makan', 'cornflakes', 'bersama', 'susu', 'low', 'fat', 'dutch', 'lady', 'setelah', 'makan', 'satu', 'mangkuk', 'pecal'",hanifjamals saya marah dgn diri sendiri sbb makan cornflakes bersama susu low fat dutch lady setelah makan satu mangkuk pecal
